@RELATION meteorite_landings_test

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding DATE yyyy
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"H4-6",47.34,Found,1988,SE
"H5",44.11,Found,1988,SE
"H4",20.47,Found,1988,SE
"H4",27.97,Found,1988,SE
"H4",28.12,Found,1988,SE
"H4",10.87,Found,1988,SE
"LL6",36.89,Found,1988,SE
"H5",18.1,Found,1988,SE
"L5",32.42,Found,1988,SE
"H5",52.12,Found,1988,SE
"H4",22,Found,1988,SE
"H3.7",12.14,Found,1988,SE
"H4",13.24,Found,1988,SE
"H5",41.2,Found,1988,SE
"LL6",21.07,Found,1988,SE
"H5",49.73,Found,1988,SE
"L3.7",50.46,Found,1988,SE
"EH3",20.01,Found,1988,SE
"H5",36.25,Found,1988,SE
"L6",57.72,Found,1988,SE
"H4",23.53,Found,1988,SE
"H3.3",15.87,Found,1988,SE
"H4",58.91,Found,1988,SE
"H4",294.9,Found,1988,SE
"L6",39.78,Found,1988,SE
"LL6",19.19,Found,1988,SE
"H",40.63,Found,1988,SE
"H4",20.58,Found,1988,SE
"H4",140.16,Found,1988,SE
"H3.7",56.07,Found,1988,SE
"H4",82.47,Found,1988,SE
"H3.7",52.21,Found,1988,SE
"H5",18.44,Found,1988,SE
"H4",12.11,Found,1988,SE
"LL7",35.05,Found,1988,SE
"L5",44.83,Found,1988,SE
"L6",27.78,Found,1988,SE
"Diogenite",39.46,Found,1988,SE
"L3.5",388.82,Found,1988,SE
"H4",23.91,Found,1988,SE
"H3.3",37.82,Found,1988,SE
"H6",21,Found,1988,SE
"H5",30.77,Found,1988,SE
"H4",21.83,Found,1988,SE
"H4",15.88,Found,1988,SE
"H4",25.3,Found,1988,SE
"H4",73.56,Found,1988,SE
"H4",15.64,Found,1988,SE
"H3.8",52.86,Found,1988,SE
"H4",32.36,Found,1988,SE
"LL6",23.31,Found,1988,SE
"H3.7-6",97.8,Found,1988,SE
"H4",16.72,Found,1988,SE
"LL4-6",21.86,Found,1988,SE
"H4",71.89,Found,1988,SE
"H4",39.47,Found,1988,SE
"H3.7",35.1,Found,1988,SE
"H5",15.22,Found,1988,SE
"H4",65.09,Found,1988,SE
"H6",16.62,Found,1988,SE
"H4",16.69,Found,1988,SE
"L5",21.44,Found,1988,SE
"L6",10.83,Found,1988,SE
"H3.6",19.84,Found,1988,SE
"H5",14.73,Found,1988,SE
"L6",387.33,Found,1988,SE
"H",247.02,Found,1988,SE
"H5",34.38,Found,1988,SE
"L6",48.82,Found,1988,SE
"H",678.49,Found,1988,SE
"H4",31.62,Found,1988,SE
"H4",25.71,Found,1988,SE
"H",77.92,Found,1988,SE
"H4",47.49,Found,1988,SE
"H4",26.99,Found,1988,SE
"H4",70.98,Found,1988,SE
"H5",100.52,Found,1988,SE
"H4",30.68,Found,1988,SE
"H4",24.13,Found,1988,SE
"H5",59.03,Found,1988,SE
"H4",68.31,Found,1988,SE
"H4",52.12,Found,1988,SE
"H4",63.52,Found,1988,SE
"LL",176.84,Found,1988,SE
"L6",227.81,Found,1988,SE
"L6",201.02,Found,1988,SE
"H4",72.04,Found,1988,SE
"H4",1591.18,Found,1988,SE
"L6",848.86,Found,1988,SE
"LL6",54.24,Found,1988,SE
"L6",226.98,Found,1988,SE
"L6",109.46,Found,1988,SE
"H4",30.25,Found,1988,SE
"H4",71.54,Found,1988,SE
"H4",461.09,Found,1988,SE
"H4",117.49,Found,1988,SE
"H4",64.69,Found,1988,SE
"H4",112.67,Found,1988,SE
"H4",242.58,Found,1988,SE
"H6",95.17,Found,1988,SE
"L6",166.8,Found,1988,SE
"L5",172.76,Found,1988,SE
"LL",627.72,Found,1988,SE
"L6",54.41,Found,1988,SE
"L5",825.36,Found,1988,SE
"H4",331.09,Found,1988,SE
"L6",40.21,Found,1988,SE
"CH3",52.12,Found,1988,SE
"LL",224.72,Found,1988,SE
"H4",55.68,Found,1988,SE
"H5",201.32,Found,1988,SE
"E6",13.81,Found,1988,SE
"H5",70.55,Found,1988,SE
"H3.0",112.9,Found,1988,SE
"H6",19.91,Found,1988,SE
"H5",68.81,Found,1988,SE
"L6",11.95,Found,1988,SE
"H5",49.25,Found,1988,SE
"L6",14.62,Found,1988,SE
"LL3",155.59,Found,1988,SE
"H4",45.66,Found,1988,SE
"H4",22.03,Found,1988,SE
"L5",732.82,Found,1988,SE
"H5",437.54,Found,1988,SE
"L6",89,Found,1988,SE
"H4",138.75,Found,1988,SE
"H4",45.35,Found,1988,SE
"H4",57.73,Found,1988,SE
"H4",227.94,Found,1988,SE
"H",390.47,Found,1988,SE
"L5",379.08,Found,1988,SE
"L6",99.6,Found,1988,SE
"H4",91.38,Found,1988,SE
"H4",38.7,Found,1988,SE
"H4",21.79,Found,1988,SE
"H4",54.8,Found,1988,SE
"L6",130.07,Found,1988,SE
"H4",45.06,Found,1988,SE
"H6",65.84,Found,1988,SE
"H4",74.57,Found,1988,SE
"H5",182.01,Found,1988,SE
"H4",393.47,Found,1988,SE
"H4",962.5,Found,1988,SE
"H4",1244.18,Found,1988,SE
"H4",91.49,Found,1988,SE
"H6",78.86,Found,1988,SE
"L6",53.29,Found,1988,SE
"H5",41.74,Found,1988,SE
"H",144.68,Found,1988,SE
"L6",627.34,Found,1988,SE
"H4",23.84,Found,1988,SE
"H3.7",32.75,Found,1988,SE
"Eucrite-br",57.96,Found,1988,SE
"H4",52.07,Found,1988,SE
"H",87.38,Found,1988,SE
"H5",3437,Found,1988,SE
"L5",111.53,Found,1988,SE
"H",1015.56,Found,1988,SE
"H4",107.71,Found,1988,SE
"LL3.6",136.44,Found,1988,SE
"H4",58.95,Found,1988,SE
"L3.8",44.34,Found,1988,SE
"H3.7",229.36,Found,1988,SE
"H4",53.49,Found,1988,SE
"H4",24.21,Found,1988,SE
"H3.1",176.27,Found,1988,SE
"H5",76.44,Found,1988,SE
"H4",82.45,Found,1988,SE
"H4",23.99,Found,1988,SE
"H4",269.1,Found,1988,SE
"L3.2",97.07,Found,1988,SE
"L6",9.9,Found,1988,SE
"L3.1",142.79,Found,1988,SE
"L6",1049.54,Found,1988,SE
"L3",4188,Found,1988,SE
"H3.7",26.32,Found,1988,SE
"L5",64.82,Found,1988,SE
"L3.1",285.52,Found,1988,SE
"H4",97.64,Found,1988,SE
"L6",54.21,Found,1988,SE
"CO3",98.35,Found,1988,SE
"L6",52.01,Found,1988,SE
"LL4",204.18,Found,1988,SE
"H5",181.88,Found,1988,SE
"H5",82.59,Found,1988,SE
"LL3.9",89.59,Found,1988,SE
"H5",22.58,Found,1988,SE
"H5",83.47,Found,1988,SE
"H5",58.72,Found,1988,SE
"H5",47.25,Found,1988,SE
"H5",43.5,Found,1988,SE
"H4",60.63,Found,1988,SE
"H5",23.72,Found,1988,SE
"Diogenite",37.9,Found,1988,SE
"H6",53.08,Found,1988,SE
"L5",62.18,Found,1988,SE
"H4",37.5,Found,1988,SE
"H4",32.16,Found,1988,SE
"H5",326.76,Found,1988,SE
"H5",49.52,Found,1988,SE
"H4",25.56,Found,1988,SE
"H",30.23,Found,1988,SE
"L3.5",1136.8,Found,1988,SE
"L3.1",403.02,Found,1988,SE
"L6",140.14,Found,1988,SE
"L6",161.93,Found,1988,SE
"L6",75.04,Found,1988,SE
"H4",58.55,Found,1988,SE
"H4",44.69,Found,1988,SE
"H5",374.2,Found,1988,SE
"H4",89.94,Found,1988,SE
"H",129.14,Found,1988,SE
"H4",123.9,Found,1988,SE
"H4",19.04,Found,1988,SE
"H6",43.59,Found,1988,SE
"L6",403.91,Found,1988,SE
"L3",229.85,Found,1988,SE
"H6",25.02,Found,1988,SE
"L5",373.53,Found,1988,SE
"H4",181.78,Found,1988,SE
"H4",306.21,Found,1988,SE
"L6",340.31,Found,1988,SE
"LL3.9",1989.35,Found,1988,SE
"H5",32.05,Found,1988,SE
"H5",72.26,Found,1988,SE
"L5",225.27,Found,1988,SE
"H6",204.42,Found,1988,SE
"H6",86.7,Found,1988,SE
"Mesosiderite",688.13,Found,1988,SE
"H6",74.1,Found,1988,SE
"H6",63.46,Found,1988,SE
"H4",387.61,Found,1988,SE
"H4",45.18,Found,1988,SE
"H5",23.63,Found,1988,SE
"H4",107.16,Found,1988,SE
"H3",19.52,Found,1988,SE
"LL3",69.4,Found,1988,SE
"L6",111.77,Found,1988,SE
"H4",59.98,Found,1988,SE
"L3",340.69,Found,1988,SE
"L3",243.55,Found,1988,SE
"H4",24.92,Found,1988,SE
"Howardite",26.41,Found,1988,SE
"LL4",68.16,Found,1988,SE
"H4",88.93,Found,1988,SE
"H3",20.51,Found,1988,SE
"H3",64.69,Found,1988,SE
"LL4",64.84,Found,1988,SE
"H4",32.43,Found,1988,SE
"H6",252.05,Found,1988,SE
"H",84.87,Found,1988,SE
"H5",73.33,Found,1988,SE
"L3",198.3,Found,1988,SE
"H4",16.21,Found,1988,SE
"L3",114.03,Found,1988,SE
"L3",362.2,Found,1988,SE
"H3",29.23,Found,1988,SE
"H4",49.3,Found,1988,SE
"L6",63.97,Found,1988,SE
"L3",193.35,Found,1988,SE
"H5",92.81,Found,1988,SE
"H5",83.34,Found,1988,SE
"L3",15.05,Found,1988,SE
"L3",29.01,Found,1988,SE
"H6",11.66,Found,1988,SE
"LL3.4",604.31,Found,1988,SE
"H4",127.17,Found,1988,SE
"H4",15.25,Found,1988,SE
"H4",46.94,Found,1988,SE
"H6",15.78,Found,1988,SE
"L6",587.06,Found,1988,SE
"H6",31.09,Found,1988,SE
"H4",793.12,Found,1988,SE
"H5",20.08,Found,1988,SE
"H6",344.69,Found,1988,SE
"H5",152.34,Found,1988,SE
"Diogenite",40.16,Found,1988,SE
"H3.6",97.5,Found,1988,SE
"H6",146.28,Found,1988,SE
"H4",111.24,Found,1988,SE
"L6",233.84,Found,1988,SE
"H3.7",119.32,Found,1988,SE
"H4",311,Found,1988,SE
"H4",28,Found,1988,SE
"H4",83.29,Found,1988,SE
"Ureilite",48.97,Found,1988,SE
"Eucrite",23.53,Found,1988,SE
"H5",121.55,Found,1988,SE
"H5",379.74,Found,1988,SE
"H4",34.12,Found,1988,SE
"L4",452.33,Found,1988,SE
"H6",88.49,Found,1988,SE
"H5",91.54,Found,1988,SE
"H6",67.98,Found,1988,SE
"L4",1321.22,Found,1988,SE
"H6",526.24,Found,1988,SE
"H4",44.82,Found,1988,SE
"L6",24.66,Found,1988,SE
"L6",233.16,Found,1988,SE
"H4",47.24,Found,1988,SE
"H3.1",198.93,Found,1988,SE
"H6",102.79,Found,1988,SE
"H5",22.02,Found,1988,SE
"Diogenite",42.35,Found,1988,SE
"H3.7",49.11,Found,1988,SE
"L4",403.41,Found,1988,SE
"H3.7",15.16,Found,1988,SE
"H5",124.18,Found,1988,SE
"L3.0",164.11,Found,1988,SE
"H5",217.62,Found,1988,SE
"H4",57.07,Found,1988,SE
"EL6",22.5,Found,1988,SE
"H4",70.21,Found,1988,SE
"H3.7",582.25,Found,1988,SE
"H4",128.03,Found,1988,SE
"H4",19.21,Found,1988,SE
"H4",71.05,Found,1988,SE
"H4",23.91,Found,1988,SE
"H5",21.69,Found,1988,SE
"CO3",46.77,Found,1988,SE
"LL6",74.74,Found,1988,SE
"H3.0",274.09,Found,1988,SE
"H4",79.16,Found,1988,SE
"H4",49.68,Found,1988,SE
"H5",62.94,Found,1988,SE
"H4",88.13,Found,1988,SE
"H3.7",133.48,Found,1988,SE
"LL4",17.93,Found,1988,SE
"L6",712.03,Found,1988,SE
"L6",156.38,Found,1988,SE
"H4",60.49,Found,1988,SE
"H5",105.3,Found,1988,SE
"H4",84.13,Found,1988,SE
"H4",97.35,Found,1988,SE
"H6",53.97,Found,1988,SE
"L6",87.27,Found,1988,SE
"H4",107.41,Found,1988,SE
"H4",140.11,Found,1988,SE
"H5",31.84,Found,1988,SE
"CK5",129.57,Found,1988,SE
"CO3",38.3,Found,1988,SE
"CM2",48.47,Found,1988,SE
"L6",27.2,Found,1988,SE
"L6",215.96,Found,1988,SE
"H3.0",161.56,Found,1988,SE
"H6",96.91,Found,1988,SE
"H4",39.06,Found,1988,SE
"LL3.9",48.92,Found,1988,SE
"H4",60.98,Found,1988,SE
"LL6",131.53,Found,1988,SE
"H5",20.68,Found,1988,SE
"LL6",67.53,Found,1988,SE
"H4",92.91,Found,1988,SE
"L3.7",30.72,Found,1988,SE
"H4",11.19,Found,1988,SE
"H4",15.08,Found,1988,SE
"H5",22.8,Found,1988,SE
"H3.7",123.21,Found,1988,SE
"H4",30.85,Found,1988,SE
"H5",46.29,Found,1988,SE
"H5",23.12,Found,1988,SE
"L5",12.42,Found,1988,SE
"H6",72.78,Found,1988,SE
"L5",67.96,Found,1988,SE
"H3.7",14.62,Found,1988,SE
"LL6",28.37,Found,1988,SE
"H5",51.16,Found,1988,SE
"LL3.8",19.26,Found,1988,SE
"EL3",24.23,Found,1988,SE
"LL6",13.4,Found,1988,SE
"CV3",57.29,Found,1988,SE
"H5",82.71,Found,1988,SE
"L3.8",20.15,Found,1988,SE
"H6",30.62,Found,1988,SE
"L3.7",179.65,Found,1988,SE
"L6",20.33,Found,1988,SE
"LL3",31.15,Found,1988,SE
"LL3.2",13.09,Found,1988,SE
"H3.4",39.25,Found,1988,SE
"H6",14.99,Found,1988,SE
"H4",32.854,Found,1988,SE
"H4",134.72,Found,1988,SE
"CM2",34.05,Found,1988,SE
"H4",62.09,Found,1988,SE
"H4",11.33,Found,1988,SE
"H5",21.25,Found,1988,SE
"H3",14.91,Found,1988,SE
"H3.8",32.38,Found,1988,SE
"H4",58.46,Found,1988,SE
"LL3.7",18.32,Found,1988,SE
"H5",17.13,Found,1988,SE
"L6",173.32,Found,1988,SE
"L3.8",68.33,Found,1988,SE
"L3.7",52.22,Found,1988,SE
"L6",18.72,Found,1988,SE
"L6",726.09,Found,1988,SE
"H6",122.76,Found,1988,SE
"L6",1403.55,Found,1988,SE
"L/LL3.4",59.11,Found,1988,SE
"H4",42.27,Found,1988,SE
"H5",14.93,Found,1988,SE
"H5",66.48,Found,1988,SE
"H4",50.67,Found,1988,SE
"L4",105.42,Found,1988,SE
"H4",277.04,Found,1988,SE
"L6",13.33,Found,1988,SE
"H4",17.51,Found,1988,SE
"Diogenite",0.9,Found,1988,SE
"Angrite",11.27,Found,1988,SE
"L6",102.09,Found,1988,SE
"L6",135.19,Found,1988,SE
"H3.6",44.95,Found,1988,SE
"L5",173.54,Found,1988,SE
"H4",429.67,Found,1988,SE
"Diogenite",214.9,Found,1988,SE
"H4",17.61,Found,1988,SE
"L6",33.68,Found,1988,SE
"H4",1202.08,Found,1988,SE
"L3.3",477.91,Found,1988,SE
"H3.5",22.05,Found,1988,SE
"H4",212.35,Found,1988,SE
"L6",313.86,Found,1988,SE
"H3.8",21.57,Found,1988,SE
"H3.8",24.37,Found,1988,SE
"Eucrite-mmict",16.92,Found,1988,SE
"L6",47.33,Found,1988,SE
"H4",456.13,Found,1988,SE
"H4",30.46,Found,1988,SE
"H6",51.49,Found,1988,SE
"Eucrite-cm",70.92,Found,1988,SE
"L6",2140.93,Found,1988,SE
"H4",141.38,Found,1988,SE
"LL3.3",38.5,Found,1988,SE
"L3.3",18.31,Found,1988,SE
"H3.8",698.02,Found,1988,SE
"L6",10.38,Found,1988,SE
"L3.8",74.11,Found,1988,SE
"Eucrite",12.69,Found,1988,SE
"L6",330.11,Found,1988,SE
"L3.8",88.17,Found,1988,SE
"EH3",16.49,Found,1988,SE
"H4",307.28,Found,1988,SE
"LL3.5",24.86,Found,1988,SE
"H6",12.35,Found,1988,SE
"H3.7",56.93,Found,1988,SE
"L3.7",43.65,Found,1988,SE
"Eucrite-br",16.46,Found,1988,SE
"H4",50.17,Found,1988,SE
"H4",63.19,Found,1988,SE
"H4",48.69,Found,1988,SE
"LL3.9",26.5,Found,1988,SE
"H3.9",29.36,Found,1988,SE
"H4",401.7,Found,1988,SE
"H5",17.71,Found,1988,SE
"H5",13.37,Found,1988,SE
"L5",297.75,Found,1988,SE
"L6",32.24,Found,1988,SE
"L6",465.85,Found,1988,SE
"H6",167.35,Found,1988,SE
"LL6",22.82,Found,1988,SE
"H4",13.01,Found,1988,SE
"L3.9",149.86,Found,1988,SE
"L3.7",138.36,Found,1988,SE
"L6",14.61,Found,1988,SE
"L6",67.59,Found,1988,SE
"L6",156.74,Found,1988,SE
"L6",140.68,Found,1988,SE
"L5",34.39,Found,1988,SE
"H4",15.7,Found,1988,SE
"H4",341.27,Found,1988,SE
"H5",10.4,Found,1988,SE
"H5",65.95,Found,1988,SE
"CK6",12.77,Found,1988,SE
"H4",122.97,Found,1988,SE
"H5",933.35,Found,1988,SE
"H6",72.75,Found,1988,SE
"H4",11.82,Found,1988,SE
"CM2",56.84,Found,1988,SE
"H3.9",13.1,Found,1988,SE
"Eucrite",31.59,Found,1988,SE
"L6",236.85,Found,1988,SE
"H4",25.69,Found,1988,SE
"L6",22.76,Found,1988,SE
"H6",137.05,Found,1988,SE
"L4",18.57,Found,1988,SE
"Eucrite-mmict",38.4,Found,1988,SE
"H5",309.93,Found,1988,SE
"H5",39.25,Found,1988,SE
"L6",60.76,Found,1988,SE
"L5",13.7,Found,1988,SE
"H4",21.89,Found,1988,SE
"CK4",17.65,Found,1988,SE
"H5",294.49,Found,1988,SE
"EH5",70.13,Found,1988,SE
"H5",111.37,Found,1988,SE
"L4",113.79,Found,1988,SE
"H5",108.39,Found,1988,SE
"H6",13.82,Found,1988,SE
"L3.6",31.85,Found,1988,SE
"H4",13.22,Found,1988,SE
"L6",399.9,Found,1988,SE
"H3.7",35.06,Found,1988,SE
"H3.7",108.07,Found,1988,SE
"H3.7",245.3,Found,1988,SE
"L3.3",414.65,Found,1988,SE
"L3.9",198.78,Found,1988,SE
"H4",247.82,Found,1988,SE
"H4",192.02,Found,1988,SE
"LL4",178.58,Found,1988,SE
"L4",22.74,Found,1988,SE
"H3",12.67,Found,1988,SE
"L3",72.37,Found,1988,SE
"LL6",129.29,Found,1988,SE
"H4",16.19,Found,1988,SE
"H4",29.88,Found,1988,SE
"LL3.8",27.17,Found,1988,SE
"L6",16.18,Found,1988,SE
"H4",21.6,Found,1988,SE
"L6",119,Found,1988,SE
"L6",232.87,Found,1988,SE
"H6",13.06,Found,1988,SE
"L3.3",10.7,Found,1988,SE
"H5",11.11,Found,1988,SE
"Diogenite",470.06,Found,1988,SE
"H4",16.42,Found,1988,SE
"L6",51.86,Found,1988,SE
"CO3",1.58,Found,1988,SE
"H4",42.91,Found,1988,SE
"LL6",15.17,Found,1988,SE
"H3.7",57.17,Found,1988,SE
"H3.8",1896.48,Found,1988,SE
"H4",15.45,Found,1988,SE
"CH3",49.11,Found,1988,SE
"L6",83.7,Found,1988,SE
"H3.6",26.19,Found,1988,SE
"H6",19.93,Found,1988,SE
"H3.7",10.44,Found,1988,SE
"H3",15.81,Found,1988,SE
"Achondrite-ung",110.16,Found,1988,SE
"H5",16.88,Found,1988,SE
"C6",162.48,Found,1988,SE
"LL3",68.93,Found,1988,SE
"H4",20.14,Found,1988,SE
"LL6",27.34,Found,1988,SE
"L5",10.35,Found,1988,SE
"H3.8",31.78,Found,1988,SE
"H5",15.17,Found,1988,SE
"H4",836.87,Found,1988,SE
"L6",19.83,Found,1988,SE
"L4",37.22,Found,1988,SE
"H5",49.69,Found,1988,SE
"H4",179.96,Found,1988,SE
"LL3.9",740.76,Found,1988,SE
"H4",25.46,Found,1988,SE
"L6",58.26,Found,1988,SE
"H6",222.64,Found,1988,SE
"H6",11.92,Found,1988,SE
"H6",19.27,Found,1988,SE
"H5",15.29,Found,1988,SE
"EH3",37.49,Found,1988,SE
"H5",95.59,Found,1988,SE
"H6",94.42,Found,1988,SE
"L6",52.63,Found,1988,SE
"H4",61.64,Found,1988,SE
"L6",12.68,Found,1988,SE
"LL6",11.32,Found,1988,SE
"LL6",11.98,Found,1988,SE
"L5",261.64,Found,1988,SE
"H4",12.94,Found,1988,SE
"CM2",35.74,Found,1988,SE
"CR2",126.59,Found,1988,SE
"H3.8",21.25,Found,1988,SE
"H6",25.46,Found,1988,SE
"H",27.52,Found,1988,SE
"L5",86.84,Found,1988,SE
"H6",12.68,Found,1988,SE
"L6",457.53,Found,1988,SE
"H4",27.89,Found,1988,SE
"LL3.0",15.79,Found,1988,SE
"LL6",1143.05,Found,1988,SE
"H3.7",60.71,Found,1988,SE
"H5",290.11,Found,1988,SE
"LL6",13.08,Found,1988,SE
"EL6",19.16,Found,1988,SE
"H3",545.71,Found,1988,SE
"H4",387.82,Found,1988,SE
"H4",229.75,Found,1988,SE
"LL3.7",40.63,Found,1988,SE
"L6",210.15,Found,1988,SE
"H5",40.49,Found,1988,SE
"H4",280.02,Found,1988,SE
"L3.9",58.3,Found,1988,SE
"L3.8",173.18,Found,1988,SE
"L3",479.12,Found,1988,SE
"L6",250.32,Found,1988,SE
"H3.7",80.06,Found,1988,SE
"L6",42.68,Found,1988,SE
"LL3",19.88,Found,1988,SE
"L6",103.21,Found,1988,SE
"L4",30.2,Found,1988,SE
"H3",10.3,Found,1988,SE
"CO3",138.11,Found,1988,SE
"L3",28.9,Found,1988,SE
"L3",107.29,Found,1988,SE
"L3",195.62,Found,1988,SE
"L6",125.88,Found,1988,SE
"H6",21.98,Found,1988,SE
"L3",11.59,Found,1988,SE
"H5",664.58,Found,1988,SE
"L3",519.1,Found,1988,SE
"H4",252.59,Found,1988,SE
"LL3",166.52,Found,1988,SE
"H4",44.12,Found,1988,SE
"LL3",14.33,Found,1988,SE
"LL6",23.55,Found,1988,SE
"LL3",22.36,Found,1988,SE
"H3",170.48,Found,1988,SE
"L6",894.8,Found,1988,SE
"L3",33.11,Found,1988,SE
"H5",547.38,Found,1988,SE
"CM2",36.64,Found,1988,SE
"H6",31.16,Found,1988,SE
"H5",10.45,Found,1988,SE
"H6",13.32,Found,1988,SE
"H5",39.73,Found,1988,SE
"H4",47.74,Found,1988,SE
"H6",49.81,Found,1988,SE
"LL4",20.89,Found,1988,SE
"L6",23.85,Found,1988,SE
"H5",40.09,Found,1988,SE
"L6",188.02,Found,1988,SE
