@RELATION meteorite_landings_test

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding DATE yyyy
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"H5",27.6,Found,1984,SE
"H5",12.1,Found,1984,SE
"H5",9.8,Found,1984,SE
"L6",6.9,Found,1984,SE
"H4",2.4,Found,1984,SE
"L6",42.6,Found,1984,SE
"H4",9.9,Found,1984,SE
"Iron- ungrouped",13.6,Found,1984,SE
"L6",3.9,Found,1984,SE
"EH3",6,Found,1984,SE
"H5",32.3,Found,1984,SE
"H5",7.5,Found,1984,SE
"L6",1.9,Found,1984,SE
"H5",14.7,Found,1984,SE
"H5",25.9,Found,1984,SE
"H5",16.7,Found,1984,SE
"H6",16.9,Found,1984,SE
"H6",48.9,Found,1984,SE
"L6",33.5,Found,1984,SE
"H5",18.9,Found,1984,SE
"H5",1.8,Found,1984,SE
"L6",49.6,Found,1984,SE
"H5",4.9,Found,1984,SE
"H5",23.4,Found,1984,SE
"EH3",10,Found,1984,SE
"H5",34.3,Found,1984,SE
"H6",3.1,Found,1984,SE
"H5",7.1,Found,1984,SE
"EH3",2,Found,1984,SE
"LL6",11.3,Found,1984,SE
"L6",3,Found,1984,SE
"H6",18.8,Found,1984,SE
"L5",2.6,Found,1984,SE
"H5",23.1,Found,1984,SE
"H5",14.6,Found,1984,SE
"L6",5.1,Found,1984,SE
"H6",15.3,Found,1984,SE
"H5",4.6,Found,1984,SE
"L6",137.6,Found,1984,SE
"Eucrite-Mg rich",212.3,Found,1985,SE
"CK4",437.7,Found,1985,SE
"CO3.5",50.1,Found,1985,SE
"CM2",8.4,Found,1985,SE
"CM2",18.9,Found,1985,SE
"CV3",49,Found,1985,SE
"CM2",82,Found,1985,SE
"CM2",32.1,Found,1985,SE
"CM2",46.6,Found,1985,SE
"CM2",3.2,Found,1985,SE
"CM2",10.7,Found,1985,SE
"CM2",3.9,Found,1985,SE
"CM2",130.4,Found,1985,SE
"L6",75,Found,1985,SE
"Diogenite",3.2,Found,1985,SE
"L6",1412,Found,1985,SE
"L6",2361.4,Found,1985,SE
"H6",811.8,Found,1985,SE
"LL6",632.8,Found,1985,SE
"H6",744.3,Found,1985,SE
"H5",646.8,Found,1985,SE
"L6",951.5,Found,1985,SE
"H6",438.5,Found,1985,SE
"H5",387.7,Found,1985,SE
"H5",713,Found,1985,SE
"L6",817.1,Found,1985,SE
"L6",370.4,Found,1985,SE
"H6",325.7,Found,1985,SE
"L6",388.8,Found,1985,SE
"H6",619.7,Found,1985,SE
"H6",200.6,Found,1985,SE
"H6",424.2,Found,1985,SE
"L4",249.8,Found,1985,SE
"L6",343.9,Found,1985,SE
"LL6",420.1,Found,1985,SE
"H6",231.5,Found,1985,SE
"H6",141.2,Found,1985,SE
"H5",124.9,Found,1985,SE
"L6",140.2,Found,1985,SE
"L6",95.7,Found,1985,SE
"H6",168,Found,1985,SE
"H5",127.9,Found,1985,SE
"H5",204.7,Found,1985,SE
"H6",104.8,Found,1985,SE
"L3.8",145,Found,1985,SE
"L6",148.9,Found,1985,SE
"L6",4.2,Found,1985,SE
"H5",16.9,Found,1985,SE
"L6",4.8,Found,1985,SE
"L6",0.9,Found,1985,SE
"H5",4.9,Found,1985,SE
"H6",17.4,Found,1985,SE
"L4",0.5,Found,1985,SE
"H5",55.3,Found,1985,SE
"H5",5.8,Found,1985,SE
"H5",7.5,Found,1985,SE
"LL6",0.8,Found,1985,SE
"L4",0.3,Found,1985,SE
"LL6",8.8,Found,1985,SE
"L6",0.5,Found,1985,SE
"L6",2,Found,1985,SE
"H3.5-4",167.3,Found,1985,SE
"L6",12.7,Found,1985,SE
"L6",3.7,Found,1985,SE
"L6",9.7,Found,1985,SE
"LL6",8,Found,1985,SE
"H5",1.3,Found,1985,SE
"H5",3.6,Found,1985,SE
"H6",4.6,Found,1985,SE
"L3.6",12.9,Found,1985,SE
"H5",18.7,Found,1985,SE
"H6",4.3,Found,1985,SE
"LL6",15.6,Found,1985,SE
"H5",3.3,Found,1985,SE
"L6",36.4,Found,1985,SE
"L6",78.3,Found,1985,SE
"H5",12,Found,1985,SE
"L6",1.2,Found,1985,SE
"LL6",83.1,Found,1985,SE
"L6",54.2,Found,1985,SE
"H6",12.2,Found,1985,SE
"L6",19.4,Found,1985,SE
"L6",92.9,Found,1985,SE
"LL6",18.4,Found,1985,SE
"CH3",11.9,Found,1985,SE
"H5",12.2,Found,1985,SE
"L6",11.3,Found,1985,SE
"H5",0.4,Found,1985,SE
"H5",1.5,Found,1985,SE
"L6",10.5,Found,1985,SE
"H5",31.1,Found,1985,SE
"L5",25.6,Found,1985,SE
"L6",11.5,Found,1985,SE
"H6",8.7,Found,1985,SE
"L6",32.5,Found,1985,SE
"L6",3.1,Found,1985,SE
"H5",61.4,Found,1985,SE
"H5",6.8,Found,1985,SE
"H5",7.1,Found,1985,SE
"H5",57.7,Found,1985,SE
"L6",8.1,Found,1985,SE
"H5",12.6,Found,1985,SE
"L6",86.9,Found,1985,SE
"H5",98.9,Found,1985,SE
"L6",12.4,Found,1985,SE
"CM2",2.7,Found,1985,SE
"H5",36.6,Found,1985,SE
"H6",14.6,Found,1985,SE
"H6",20.7,Found,1985,SE
"H5",22.2,Found,1985,SE
"H5",12.9,Found,1985,SE
"L6",23,Found,1985,SE
"L6",39.9,Found,1985,SE
"H5",11.4,Found,1985,SE
"L6",21.9,Found,1985,SE
"H6",27.8,Found,1985,SE
"L5",48,Found,1985,SE
"EL3",20.6,Found,1985,SE
"H5",8.2,Found,1985,SE
"H3.7",55.3,Found,1985,SE
"H5",61.2,Found,1985,SE
"L5",15.3,Found,1985,SE
"L6",63.5,Found,1985,SE
"H5",18.8,Found,1985,SE
"H5",46.5,Found,1985,SE
"H6",10,Found,1985,SE
"H6",16.1,Found,1985,SE
"LL6",127.4,Found,1985,SE
"H6",99.7,Found,1985,SE
"L6",34.2,Found,1985,SE
"L6",49.3,Found,1985,SE
"H5",90.6,Found,1985,SE
"H5",10.4,Found,1985,SE
"LL6",11.6,Found,1985,SE
"H6",75.3,Found,1985,SE
"LL6",6.7,Found,1985,SE
"LL6",18,Found,1985,SE
"H6",26,Found,1985,SE
"H6",9.1,Found,1985,SE
"H5",10.6,Found,1985,SE
"H5",50.8,Found,1985,SE
"H5",17.9,Found,1985,SE
"H5",18.3,Found,1985,SE
"H5",45.6,Found,1985,SE
"H5",39.7,Found,1985,SE
"L6",3,Found,1985,SE
"H6",3.6,Found,1985,SE
"L6",16.9,Found,1985,SE
"L5",13,Found,1985,SE
"R3.6",13.9,Found,1985,SE
"LL6",36.4,Found,1985,SE
"H4",0.4,Found,1985,SE
"LL6",4.9,Found,1985,SE
"L3.7",18.5,Found,1985,SE
"H6",32,Found,1985,SE
"L6",20.1,Found,1985,SE
"LL6",2.9,Found,1985,SE
"EH3",11,Found,1985,SE
"L6",411.1,Found,1986,SE
"H5",309,Found,1986,SE
"L6",264.5,Found,1986,SE
"H5",104.5,Found,1986,SE
"L6",12.8,Found,1986,SE
"L6",12.3,Found,1986,SE
"H5",4.5,Found,1986,SE
"H6",2.9,Found,1986,SE
"L6",9.8,Found,1986,SE
"L6",7.8,Found,1986,SE
"L5",0.8,Found,1986,SE
"H5",9.3,Found,1986,SE
"H5",1.5,Found,1986,SE
"L6",8000,Found,1987,SE
"H6",21.5,Found,1987,SE
"L6",77.3,Found,1987,SE
"L4",32.2,Found,1987,SE
"L4",27.2,Found,1987,SE
"L6",28.3,Found,1987,SE
"LL6",51.6,Found,1987,SE
"H5",415,Found,1988,SE
"L4",358.4,Found,1988,SE
"L4",341,Found,1988,SE
"LL4",315.7,Found,1988,SE
"L6",282,Found,1988,SE
"L4",233,Found,1988,SE
"H5",156,Found,1988,SE
"H4/5",153.5,Found,1988,SE
"H5",152,Found,1988,SE
"H4/5",141.5,Found,1988,SE
"H3",103,Found,1988,SE
"L6",102.5,Found,1988,SE
"H4",89.3,Found,1988,SE
"H5",84.1,Found,1988,SE
"L6",83.7,Found,1988,SE
"H4",73.7,Found,1988,SE
"H4",70.4,Found,1988,SE
"H5",67.1,Found,1988,SE
"H5",57.4,Found,1988,SE
"H3.5",53.7,Found,1988,SE
"H5",51,Found,1988,SE
"H5",47.2,Found,1988,SE
"L6",44,Found,1988,SE
"L6",37.9,Found,1988,SE
"H5",37.2,Found,1988,SE
"H5",37.1,Found,1988,SE
"H5",31.6,Found,1988,SE
"H5",29.9,Found,1988,SE
"H5",29.1,Found,1988,SE
"H5",28.5,Found,1988,SE
"H5",27.8,Found,1988,SE
"H5",27.4,Found,1988,SE
"H5",27.3,Found,1988,SE
"H6",26.7,Found,1988,SE
"H5",26.6,Found,1988,SE
"H3.4",26.4,Found,1988,SE
"H5",25.2,Found,1988,SE
"H5",25.2,Found,1988,SE
"H5",24.9,Found,1988,SE
"H5",24.6,Found,1988,SE
"L5",23.5,Found,1988,SE
"H5",22.6,Found,1988,SE
"H6",21.1,Found,1988,SE
"L3.4",21,Found,1988,SE
"CM1",18,Found,1988,SE
"EH3",20.7,Found,1988,SE
"H5",20.6,Found,1988,SE
"H6",20.6,Found,1988,SE
"H5/6",20.1,Found,1988,SE
"H6",49.6,Found,1988,SE
"H5",19.3,Found,1988,SE
"CM2",7,Found,1988,SE
"H4",18.2,Found,1988,SE
"H5",17.8,Found,1988,SE
"H5",17.5,Found,1988,SE
"H5",17.3,Found,1988,SE
"H5",16.6,Found,1988,SE
"H6",15.1,Found,1988,SE
"L/LL3",15,Found,1988,SE
"H6",14.6,Found,1988,SE
"H5/6",13.9,Found,1988,SE
"L5",13.8,Found,1988,SE
"H5/6",13.4,Found,1988,SE
"H5/6",13.2,Found,1988,SE
"H5",13.8,Found,1988,SE
"L/LL3",13.9,Found,1988,SE
"H6",13.22,Found,1988,SE
"H6",12.79,Found,1988,SE
"H5",12.86,Found,1988,SE
"EH3",12.12,Found,1988,SE
"H5",12.1,Found,1988,SE
"H5",12.33,Found,1988,SE
"L/LL3",12.47,Found,1988,SE
"H5",12.42,Found,1988,SE
"H6",10.9,Found,1988,SE
"H5",11.1,Found,1988,SE
"H4",11.3,Found,1988,SE
"H6",11.47,Found,1988,SE
"H5",11.36,Found,1988,SE
"H5",11.54,Found,1988,SE
"H5",11.14,Found,1988,SE
"H5-6",11.43,Found,1988,SE
"H4",11.86,Found,1988,SE
"L6",11.51,Found,1988,SE
"H5",10.15,Found,1988,SE
"H5",10.08,Found,1988,SE
"H4",10.44,Found,1988,SE
"H5",10.5,Found,1988,SE
"L6",9.16,Found,1988,SE
"H4",9.7,Found,1988,SE
"H5",9.36,Found,1988,SE
"H5",9.66,Found,1988,SE
"H5",8.84,Found,1988,SE
"H5",8.27,Found,1988,SE
"H5",8.45,Found,1988,SE
"H6",8.33,Found,1988,SE
"L/LL3",8.51,Found,1988,SE
"H5",8.62,Found,1988,SE
"H5",8.49,Found,1988,SE
"H5-6",8.16,Found,1988,SE
"Howardite",8.33,Found,1988,SE
"H5",6.88,Found,1988,SE
"H5",7.09,Found,1988,SE
"L3",7.38,Found,1988,SE
"H4",7.22,Found,1988,SE
"H5",7.11,Found,1988,SE
"H6",7.12,Found,1988,SE
"L6",7.19,Found,1988,SE
"H5",8.3,Found,1988,SE
"H5",6.94,Found,1988,SE
"H5",6.02,Found,1988,SE
"H5",5.84,Found,1988,SE
"H4",6.42,Found,1988,SE
"H5",6.03,Found,1988,SE
"H5",6.74,Found,1988,SE
"H6",5.16,Found,1988,SE
"H6",5.72,Found,1988,SE
"H7",5.06,Found,1988,SE
"H5",5.39,Found,1988,SE
"L/LL3",4.68,Found,1988,SE
"Howardite",4.75,Found,1988,SE
"H5",2.4,Found,1988,SE
"H5",2.76,Found,1988,SE
"H5",2.44,Found,1988,SE
"H4",2.12,Found,1988,SE
"L6",36.3,Found,1990,SE
"LL6",274.1,Found,1990,SE
"H5",1.7,Found,1990,SE
"H5",38.6,Found,1990,SE
"L6",36.6,Found,1990,SE
"L4",210.4,Found,1990,SE
"H5",6.8,Found,1990,SE
"CM2",0.6,Found,1990,SE
"H5",9,Found,1990,SE
"L6",0.8,Found,1990,SE
"H5",20.1,Found,1990,SE
"L3.7",5836.5,Found,1990,SE
"H5",6.3,Found,1990,SE
"H5",54.8,Found,1990,SE
"H5",15.6,Found,1990,SE
"L/LL4",196.5,Found,1994,SE
"L6",8.9,Found,1994,SE
"H5",90.2,Found,1994,SE
"H5",5.6,Found,1994,SE
"H5",8.2,Found,1994,SE
"H6",13.5,Found,1994,SE
"L3.4",1.2,Found,1994,SE
"H6",6.3,Found,1994,SE
"L6",25.3,Found,1994,SE
"L6",8,Found,1994,SE
"L6",2.4,Found,1994,SE
"L4",9,Found,1994,SE
"L6",10.6,Found,1994,SE
"L6",22.9,Found,1994,SE
"L6",8.1,Found,1994,SE
"L6",9.8,Found,1994,SE
"L6",9.6,Found,1994,SE
"L6",36.3,Found,1994,SE
"L6",6.1,Found,1994,SE
"L6",14.3,Found,1994,SE
"L6",19.3,Found,1995,SE
"L6",12.2,Found,1995,SE
"L6",7,Found,1995,SE
"L6",12.9,Found,1995,SE
"H5",1.5,Found,1995,SE
"H5",1.1,Found,1995,SE
"H5",1.4,Found,1995,SE
"L6",26.2,Found,1995,SE
"H6",8.7,Found,1995,SE
"L6",20.3,Found,1995,SE
"L6",342.8,Found,1997,SE
"H5",222.4,Found,1997,SE
"H5",190.3,Found,1997,SE
"H6",83.3,Found,1997,SE
"H6",67.1,Found,1997,SE
"H6",17.8,Found,1997,SE
"H6",15.3,Found,1997,SE
"H5",44.1,Found,1997,SE
"H6",60.1,Found,1997,SE
"H6",33.4,Found,1997,SE
"H5",3.6,Found,1997,SE
"H5",8.9,Found,1997,SE
"LL3",103.4,Found,2000,SE
"CM2",13.6,Found,1999,SE
"H6",20.3,Found,1999,SE
"L5",13.7,Found,1999,SE
"H4",36.1,Found,1999,SE
"H6",186,Found,1999,SE
"H6",453.6,Found,1999,SE
"H5",1009.2,Found,1999,SE
"L6",20151,Found,1976,SE
"Iron- IAB-MG",1510,Found,1976,SE
"L6",10495,Found,1976,SE
"LL3.3",305,Found,1976,SE
"Eucrite-pmict",1425,Found,1976,SE
"H6",1137,Found,1976,SE
"L6",410,Found,1976,SE
"H6",1150,Found,1976,SE
"L6",407000,Found,1976,SE
"L6",252,Found,1977,SE
"L5",235.2,Found,1977,SE
"CO3.6",779.6,Found,1977,SE
"H4",2230,Found,1977,SE
"Martian (shergottite)",482.5,Found,1977,SE
"H5",99.3,Found,1977,SE
"L6",93,Found,1977,SE
"H4",235.5,Found,1977,SE
"H4",295.8,Found,1977,SE
"L3.5",291.5,Found,1977,SE
"H5",180.2,Found,1977,SE
"L3.6",23,Found,1977,SE
"H5",308.8,Found,1977,SE
"L3.5",411.1,Found,1977,SE
"H5",78.3,Found,1977,SE
"H5",77.9,Found,1977,SE
"H5",51.8,Found,1977,SE
"L6",59.8,Found,1977,SE
"H5",16.7,Found,1977,SE
"H5",16,Found,1977,SE
"H5",21.4,Found,1977,SE
"H4",10.75,Found,1977,SE
"H5",19.4,Found,1977,SE
"L6",20.3,Found,1977,SE
"L6",3.7,Found,1977,SE
"L6",0.53,Found,1977,SE
"CO3.4",1.4,Found,1977,SE
"H4/5",0.8,Found,1977,SE
"L3.5",0.5,Found,1977,SE
"L3",6.74,Found,1977,SE
"L3.5",9.3,Found,1977,SE
"L3.5",1.8,Found,1977,SE
"L(?)3",1.67,Found,1977,SE
"L3.5",8.5,Found,1977,SE
"H5",2.33,Found,1977,SE
"H5",18.8,Found,1977,SE
"H5",8.2,Found,1977,SE
"L3",2.3,Found,1977,SE
"LL6",16.6,Found,1977,SE
"H5",20.4,Found,1977,SE
"L3.5",11.4,Found,1977,SE
"H4",12.25,Found,1977,SE
"H5",17.9,Found,1977,SE
"H6",7.6,Found,1977,SE
"L3.5",20.5,Found,1977,SE
"L/LL3",14.93,Found,1977,SE
"L3.5",7.3,Found,1977,SE
"L3.6",84.2,Found,1977,SE
"H5",15,Found,1977,SE
"L3.5",112.2,Found,1977,SE
"H6",13.05,Found,1977,SE
"H5",10.4,Found,1977,SE
"H4/5",5.07,Found,1977,SE
"H4",12.3,Found,1977,SE
"H4",3.03,Found,1977,SE
"H5",3.7,Found,1977,SE
"H4",6.44,Found,1977,SE
"LL5",64.4,Found,1977,SE
"H5",12.6,Found,1977,SE
"H5",16.7,Found,1977,SE
"H5",2.9,Found,1977,SE
"H5",6.5,Found,1977,SE
"H5",2.65,Found,1977,SE
"H5",4.9,Found,1977,SE
"H4",4.09,Found,1977,SE
"L6",0.8,Found,1977,SE
"H5",18.4,Found,1977,SE
"H5",10.9,Found,1977,SE
"H4",0.27,Found,1977,SE
"H5",10.1,Found,1977,SE
"H5",12.1,Found,1977,SE
"L/LL3",1.2,Found,1977,SE
"H5",1.7,Found,1977,SE
"H4",13.73,Found,1977,SE
"H5",24.1,Found,1977,SE
"H5",7.8,Found,1977,SE
"L3",1.14,Found,1977,SE
"Acapulcoite",8.6,Found,1977,SE
"H5",12,Found,1977,SE
"H4",9.07,Found,1977,SE
"H5",44.1,Found,1977,SE
"H5",45.9,Found,1977,SE
"H5",19.4,Found,1977,SE
"H5",30.7,Found,1977,SE
"H5",51.2,Found,1977,SE
"L6",7.8,Found,1977,SE
"H4/5",9.54,Found,1977,SE
"H5",4.2,Found,1977,SE
"H5",45,Found,1977,SE
"H4/5",9.05,Found,1977,SE
"H5",6.6,Found,1977,SE
"H4",4.47,Found,1977,SE
"H5",2.5,Found,1977,SE
"H4/5",1.36,Found,1977,SE
"H5",8,Found,1977,SE
"H4",4.98,Found,1977,SE
"H5",18.2,Found,1977,SE
"H5",3.8,Found,1977,SE
"H5",12.3,Found,1977,SE
"H5",4.13,Found,1977,SE
"H5",6.3,Found,1977,SE
"H4/5",3.44,Found,1977,SE
"H5",7.8,Found,1977,SE
"H5",4.71,Found,1977,SE
"H5",0.7,Found,1977,SE
"H6",52.3,Found,1977,SE
"H5",21.7,Found,1977,SE
"H5",2,Found,1977,SE
"H5",44.5,Found,1977,SE
"L3.5",154.4,Found,1977,SE
"H5",7.04,Found,1977,SE
"L5",20.8,Found,1977,SE
"H5",7.8,Found,1977,SE
"H5",6.4,Found,1977,SE
"H5",3.9,Found,1977,SE
"H5",4.48,Found,1977,SE
"H5",4.6,Found,1977,SE
"H5",3.46,Found,1977,SE
"H5",4.4,Found,1977,SE
"H5",18.7,Found,1977,SE
"H5",25.2,Found,1977,SE
"L5",3.8,Found,1977,SE
"H5",3.77,Found,1977,SE
"H5",1.7,Found,1977,SE
"H5",24.8,Found,1977,SE
"H6",25.9,Found,1977,SE
"H5",115.4,Found,1977,SE
"H6",18.7,Found,1977,SE
"H6",19.1,Found,1977,SE
"H5",3.23,Found,1977,SE
"H5",3.6,Found,1977,SE
"H5",5.13,Found,1977,SE
"H5",2.1,Found,1977,SE
"H5",65.9,Found,1977,SE
"L3.5",78.6,Found,1977,SE
"H4",11.2,Found,1977,SE
"H5",3.1,Found,1977,SE
"H5",39,Found,1977,SE
"H6",7.9,Found,1977,SE
"H5",14.22,Found,1977,SE
"H6",18.2,Found,1977,SE
"H6",18.7,Found,1977,SE
"H6",13.1,Found,1977,SE
"H6",25.6,Found,1977,SE
"L6",58.3,Found,1977,SE
"H5",16.9,Found,1977,SE
"H5",17.8,Found,1977,SE
"H5",12,Found,1977,SE
"H5",5.21,Found,1977,SE
"L6",305.3,Found,1977,SE
"EH3",17.7,Found,1977,SE
"H6",88.3,Found,1977,SE
"H5",19.9,Found,1977,SE
"L6",17,Found,1977,SE
"L3.5",70.42,Found,1977,SE
"H5",6.1,Found,1977,SE
"L6",29,Found,1977,SE
"L3.5",24.3,Found,1977,SE
"L3.5",38.14,Found,1977,SE
"L3.5",30.5,Found,1977,SE
"L3.5",138.8,Found,1977,SE
"L3.4",611.2,Found,1977,SE
"H5",24.7,Found,1977,SE
"L6",7.34,Found,1977,SE
"L3.5",12.2,Found,1977,SE
"H5",23.8,Found,1977,SE
"H4",6.42,Found,1977,SE
"H5",25.8,Found,1977,SE
"H5",32.4,Found,1977,SE
"L3.5",23.3,Found,1977,SE
"L3.2",55.4,Found,1977,SE
"H5",368.2,Found,1977,SE
"L3.5",5.7,Found,1977,SE
"H5",9.18,Found,1977,SE
"L6",190.8,Found,1977,SE
"H5",33,Found,1977,SE
"H5",1134.7,Found,1977,SE
"H6",288,Found,1977,SE
"H5",127.6,Found,1977,SE
"L3.5",28,Found,1977,SE
"H5",122.4,Found,1977,SE
"H5",52.2,Found,1977,SE
"H5",109,Found,1977,SE
"H4",387.1,Found,1977,SE
"H4",642.2,Found,1977,SE
"H4",845.3,Found,1977,SE
"H5",6.7,Found,1977,SE
"H5",10.94,Found,1977,SE
"H5",4.7,Found,1977,SE
"L6",5.15,Found,1977,SE
"L3.7",20.3,Found,1977,SE
"L6",7.3,Found,1977,SE
"H5",3.13,Found,1977,SE
"H6",0.9,Found,1977,SE
"H5",15,Found,1977,SE
"H5",2.7,Found,1977,SE
"H4",6.82,Found,1977,SE
"H4",5.61,Found,1977,SE
"H5",3.1,Found,1977,SE
"H5",4.36,Found,1977,SE
"H5",4.9,Found,1977,SE
"H4",1733,Found,1977,SE
"H6",31.8,Found,1977,SE
"H6",5.93,Found,1977,SE
"L3.5",26.7,Found,1977,SE
"H6",16.8,Found,1977,SE
"H5",8.4,Found,1977,SE
"L3.4",2111,Found,1977,SE
"L3.8",819.6,Found,1977,SE
"L3.7-3.9",1470,Found,1977,SE
"L3",413.2,Found,1977,SE
"L5",45.1,Found,1977,SE
"Mesosiderite-B1",637.1,Found,1977,SE
"H5",69.1,Found,1977,SE
"H4",229.2,Found,1977,SE
"H4",125.4,Found,1977,SE
"H4",207.9,Found,1977,SE
"H4",786.9,Found,1977,SE
"H4",5878,Found,1977,SE
"H4",15323,Found,1977,SE
"H5",16,Found,1977,SE
"H5",19.3,Found,1977,SE
"H5",12.47,Found,1977,SE
"L4",2473,Found,1977,SE
"L6",9270,Found,1977,SE
"H4",6494.3,Found,1977,SE
"H4",4087,Found,1977,SE
