@RELATION meteorite_landings

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding numeric
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"LL5-6",320,Found,1990,NE
"LL5-6",721,Found,1990,NE
"H3.7",488,Found,1990,NE
"L6",163,Found,1990,NE
"H3.9-5",103,Found,1990,NE
"L6",245,Found,1990,NE
"CH3",166,Found,1990,NE
"H5",114,Found,1990,NE
"H5",311,Found,1990,NE
"LL5",109,Found,1990,NE
"CR2",315,Found,1990,NE
"CR2",234,Found,1990,NE
"H3.9/4",252,Found,1990,NE
"H6",53,Found,1990,NE
"L6",4439,Found,1990,NE
"L6",188,Found,1990,NE
"H3.7",375.5,Found,1988,SE
"H3",1131.49,Found,1988,SE
"H4",43.36,Found,1988,SE
"L4",305.97,Found,1988,SE
"L6",833.23,Found,1988,SE
"H5",89.96,Found,1988,SE
"L4",83.06,Found,1988,SE
"H4",10.11,Found,1988,SE
"L6",18.92,Found,1988,SE
"LL4",24.63,Found,1988,SE
"L",45.21,Found,1988,SE
"H4",32.11,Found,1988,SE
"H4",47.24,Found,1988,SE
"H5",567.67,Found,1988,SE
"L",60.66,Found,1988,SE
"L",230.6,Found,1988,SE
"L6",41.85,Found,1988,SE
"L6",3547,Found,1988,SE
"L6",256.61,Found,1988,SE
"Mesosiderite",1115.45,Found,1988,SE
"H5",107.44,Found,1988,SE
"L6",1446.84,Found,1988,SE
"H5",10.17,Found,1988,SE
"L6",273.4,Found,1988,SE
"H5",335.19,Found,1988,SE
"L6",328.29,Found,1988,SE
"L6",51.63,Found,1988,SE
"L6",72.83,Found,1988,SE
"L6",280.55,Found,1988,SE
"L6",123.35,Found,1988,SE
"L6",142.28,Found,1988,SE
"L3",303.89,Found,1988,SE
"EL6",383.92,Found,1988,SE
"L6",212.85,Found,1988,SE
"L6",149.88,Found,1988,SE
"H4",2504,Found,1988,SE
"H5",27.7,Found,1988,SE
"H4",58.14,Found,1988,SE
"H5",90.7,Found,1988,SE
"H5",15.82,Found,1988,SE
"L6",492.3,Found,1988,SE
"H6",250.83,Found,1988,SE
"L6",83.16,Found,1988,SE
"L6",136.94,Found,1988,SE
"H3",63.59,Found,1988,SE
"H4",869.7,Found,1988,SE
"L4",213.51,Found,1988,SE
"L6",40.19,Found,1988,SE
"H4",274.92,Found,1988,SE
"H4",2902,Found,1988,SE
"EH3",33.52,Found,1988,SE
"H4",554.12,Found,1988,SE
"LL6",528.4,Found,1988,SE
"H4",1728.59,Found,1988,SE
"H4",1171.38,Found,1988,SE
"H6",100.85,Found,1988,SE
"LL6",104.54,Found,1988,SE
"EL3",15.62,Found,1988,SE
"L4",303.14,Found,1988,SE
"H4",264.61,Found,1988,SE
"L4",65.48,Found,1988,SE
"H5",16.83,Found,1988,SE
"H3",296.44,Found,1988,SE
"LL4",251.96,Found,1988,SE
"H6",269.73,Found,1988,SE
"H5",14.03,Found,1988,SE
"H5",28.97,Found,1988,SE
"H4",89.06,Found,1988,SE
"H5",48.97,Found,1988,SE
"H6",569.07,Found,1988,SE
"LL4",151.56,Found,1988,SE
"L6",101.24,Found,1988,SE
"H3",107.78,Found,1988,SE
"L6",213.2,Found,1988,SE
"L",11.37,Found,1988,SE
"H4",19.42,Found,1988,SE
"L6",12.56,Found,1988,SE
"H5",189.63,Found,1988,SE
"LL4",73.81,Found,1988,SE
"H4",1606.34,Found,1988,SE
"CO3",112.89,Found,1988,SE
"H4",133.64,Found,1988,SE
"L5",56.75,Found,1988,SE
"L4",280.77,Found,1988,SE
"LL4",180.9,Found,1988,SE
"LL4",22.19,Found,1988,SE
"L6",35.62,Found,1988,SE
"L3",992.45,Found,1988,SE
"LL6",126.01,Found,1988,SE
"L6",14.31,Found,1988,SE
"H4",61.9,Found,1988,SE
"L6",290.34,Found,1988,SE
"L6",23.58,Found,1988,SE
"L4",532.11,Found,1988,SE
"L",171.03,Found,1988,SE
"H4",66.21,Found,1988,SE
"LL5",59.27,Found,1988,SE
"C4",53.98,Found,1988,SE
"L6",855.61,Found,1988,SE
"H4",86.06,Found,1988,SE
"H4",163.8,Found,1988,SE
"LL3",48.61,Found,1988,SE
"L4",219.62,Found,1988,SE
"H4",155.59,Found,1988,SE
"H6",3686,Found,1988,SE
"H4",214.93,Found,1988,SE
"H3",21.83,Found,1988,SE
"H6",390.48,Found,1990,SE
"L6",198.92,Found,1990,SE
"H5",129.25,Found,1990,SE
"H4",62.15,Found,1990,SE
"H3.7",94.26,Found,1990,SE
"Eucrite",65.31,Found,1990,SE
"L6",67.1,Found,1990,SE
"H5",243.49,Found,1990,SE
"L6",75.15,Found,1990,SE
"L3.1",134.92,Found,1990,SE
"LL3.2",45.86,Found,1990,SE
"L5",8270.54,Found,1990,SE
"Iron- IAB-ung",12000,Found,1955,NE
"EL6",5500,Found,1938,NW
"H4",5622,Found,1996,NW
"L6",2100,Found,1963,NW
"OC",77,Found,1964,NW
"H6",560.8,Found,2010,NW
"Iron- IIG",3630,Found,1905,NW
"Iron- IIIAB",76000,Found,1905,NW
"Iron- IIIAB",400000,Found,1905,NE
"H4",1000,Found,1938,NW
"Iron- IIIAB",37850,Found,1966,SE
"CV3",6200,Found,1943,NW
"H6",442.26,Found,2002,NE
"H6",256.3,Found,1967,SE
"Iron- ungrouped",136000,Found,1905,NW
"Iron- ungrouped",6400,Found,1905,NW
"H6",395,Found,1999,NE
"Iron- ungrouped",22000000,Found,1905,NW
"Iron- IIIAB",2200,Found,1959,NW
"Iron- IIIAB",48000,Found,1904,NE
"L6",4120,Found,1978,NE
"Iron- IIIAB",3200,Found,1905,NW
"Iron- IAB-sLL",2400,Found,1962,SE
"Iron- IAB complex",15,Found,1905,SE
"Iron- IAB-MG",1250,Found,1927,NW
"Iron- IIC",42200,Found,1905,SE
"Iron- IIIAB",41000,Found,1974,SW
"H5",3354,Found,1975,NE
"Iron- IIIAB",22000,Found,1932,SW
"Iron- ungrouped",9026,Found,1918,SW
"Iron- ungrouped",860,Found,1960,NE
"Pallasite- PMG",87,Found,1950,NE
"Iron- IIE-an",12000,Found,1905,SW
"L4",200000,Found,1905,SE
"H5",11100,Found,1994,NW
"Iron- IIIAB",8590,Found,1938,NW
"H5",25.9,Found,2002,NE
"H5",10400,Found,1950,NW
"Eucrite-unbr",124.6,Found,2000,SE
"H3.3",33.8,Found,2000,SE
"H3.3",37.1,Found,2000,SE
"H3.3",15.8,Found,2000,SE
"L6",709,Found,2000,SE
"H5",316.4,Found,2000,SE
"L5",66.95,Found,2000,SE
"H6",130.05,Found,2000,SE
"L5",10.7,Found,2000,SE
"L5",24.1,Found,2000,SE
"LL6",20.61,Found,2000,SE
"L6",160.7,Found,1978,SE
"L6",4301,Found,1978,SE
"LL6",1079,Found,1978,SE
"H6",81.8,Found,1978,SE
"H5",2500,Found,1961,NW
"L5",4620,Found,2007,NE
"L5",75000,Found,1982,NW
"Iron- IAB complex",80000,Found,1994,SW
"L6",652,Found,1950,SE
"Iron- IIIAB",227000,Found,1905,NW
"Iron- IIIAB",48500,Found,1931,NW
"L5",25628,Found,1940,NW
"L6",925,Found,1979,NW
"L6",39000,Found,1998,NW
"H6",12000,Found,1998,NW
"L6",5.8,Found,1992,SE
"L6",104,Found,1992,SE
"LL6",11620,Found,1924,NW
"L5",44400,Found,1937,NW
"L5",8.9,Found,1999,NW
"L6",3.58,Found,1979,SE
"L6",13.66,Found,1979,SE
"L4",185.3,Found,1979,SE
"C2-ung",1234,Found,1979,SE
"L6",5.01,Found,1979,SE
"Iron- IIIAB",33000,Found,1905,NW
"L6",78800,Found,1950,NW
"Iron- IIG",38000,Found,1955,SE
"H6",7900,Found,1943,NW
"H6",25300,Found,1958,NW
"H5",177,Found,1991,NE
"CBa",118000,Found,1930,SE
"Iron- IC",5360000,Found,1904,SW
"Pallasite",27000,Found,1905,SE
"Iron- IIIAB",16380,Found,1970,NW
"LL3.5",9.72,Found,2011,NE
"H5",1.54,Found,2011,NE
"H5-an",18,Found,1998,NW
"H4/5",51800,Found,1969,NW
"Iron- IIAB",89000,Found,1934,NW
"L6",17000,Found,1951,NE
"L6",2250,Found,1905,NE
"Iron- IAB-MG",9162,Found,2002,NW
"OC",18.3,Found,1968,NW
"H4",56.8,Found,1968,NW
"EH4/5",67,Found,1941,NW
"H6",45,Found,2001,NE
"L4",103.4,Found,2009,SE
"L4",13,Found,2011,SE
"L6",0.4,Found,2011,SE
"H5",114.5,Found,2011,SE
"H4",91.9,Found,2006,NW
"H6",19000,Found,1970,SE
"Iron- IIAB",1000000,Found,1981,NE
"Iron- IIIAB",24500,Found,1903,NW
"L6",893,Found,1962,SE
"Eucrite-cm",5400,Found,1912,SE
"Iron- IIAB",10841,Found,1905,SE
"H5",9056,Found,1946,SE
"Iron- IIIF",11300,Found,1981,SE
"H5",855,Found,1958,NE
"H6",7200,Found,1993,NE
"CK6",46,Found,1998,NE
"H6",627,Found,2008,NE
"L4/5",331,Found,2008,NE
"H3",39,Found,2008,NE
"H6",19,Found,2008,NE
"H4",17,Found,2008,NE
"H6",21,Found,2008,NE
"L6",5.2,Found,2008,NE
"H6",200,Found,2008,NE
"H5-6",21,Found,2008,NE
"Iron- IAB-sLL",48250,Found,1905,NE
"Iron- IVA",8600,Found,1912,NW
"LL6",11000,Found,1958,NW
"Iron- IAB complex",1500000,Found,1904,NE
"Iron- IAB-MG",800,Found,1905,NW
"L6",152,Found,2003,NW
"H4",1500,Found,1979,NW
"H6",67,Found,1998,NW
"L6",1896.4,Found,1974,NW
"L4",113.7,Found,1983,NW
"Iron- IAB complex",15600,Found,2002,SW
"H4",30500,Found,1970,NW
"EL6",1830,Found,1910,NW
"R3-6",70,Found,2006,NW
"Iron",1400,Found,1905,SE
"L6",3650,Found,2002,NW
"Iron- IIIAB",9540,Found,1946,NW
"Eucrite-mmict",6.1,Found,2000,NW
"H5",23,Found,1999,NW
"L6",95,Found,1999,NW
"L5",113,Found,1999,NW
"L5",7200,Found,1999,NW
"L6",355,Found,1999,NW
"L4",324,Found,1999,NW
"H5",451.7,Found,2001,NW
"H6",83.8,Found,2006,NW
"H5",18.81,Found,1999,NW
"H5",170,Found,1999,NW
"L5",78,Found,1999,NW
"L5",287.44,Found,1999,NW
"H5",34,Found,1999,NW
"L6",12.56,Found,1999,NW
"L6",10.47,Found,1999,NW
"H5",37.2,Found,2009,NW
"L5",153300,Found,1905,NW
"L4",16000,Found,1917,NW
"H5",1800,Found,1968,NW
"Iron- ungrouped",64000,Found,1965,SW
"Iron- IVA",15900,Found,1907,NE
"H6",1100,Found,1932,NW
"H5",2180,Found,1948,NE
"Iron- IAB-MG",59000,Found,1905,NE
"H5",1593,Found,1939,NE
"H6",6.2,Found,1905,SE
"Mesosiderite-B4",888600,Found,1956,NE
"H5",41800,Found,1938,NW
"H5",23.03,Found,1998,NW
"H5",80.8,Found,1998,NW
"Iron- IVA",2000,Found,1900,SE
"H5",12000,Found,1968,SE
"H5",381,Found,1977,SE
"L6",2126,Found,1930,NW
"Iron",500,Found,1905,NW
"H5",100000,Found,2010,NW
"L",374,Found,1969,NE
"H6",130,Found,2001,NW
"L5",606,Found,2010,NW
"L6",50,Found,2010,NW
"Eucrite-mmict",272.75,Found,2010,NW
"CM2",31.14,Found,2010,NW
"L6",1395,Found,2009,NW
"L5",1560,Found,2008,NW
"H4",9100,Found,1996,NE
"L4-6",147.4,Found,2004,NW
"Eucrite-mmict",8300,Found,1978,NE
"H5",603,Found,1907,SE
"H6",140.6,Found,1985,SE
"L6",2270,Found,1962,NW
"L5",1300,Found,1972,NW
"Iron- IIIAB",500000,Found,1937,SE
"Brachinite",202.9,Found,1974,SE
"L6",927,Found,1937,NW
"Pallasite- PMG",823000,Found,1904,NE
"Iron- IIIAB",138300,Found,1978,NW
"L6/7",7580,Found,1975,NW
"Pallasite- PMG-an",4300000,Found,1905,NW
"L6",17000,Found,1940,NW
"Iron- IID",13600,Found,1905,NW
"Iron- IIIAB",2230,Found,1949,NW
"L5",1773,Found,1940,NW
"Iron- IVA",20000,Found,1937,NW
"Iron- IAB-ung",544,Found,1910,SE
"H4",6800,Found,1937,NW
"L6",34000,Found,1994,SE
"OC",972,Found,1971,NW
"OC",101,Found,1980,NW
"OC",53,Found,1980,NW
"L6",2000,Found,1971,NW
"H3.7",40960,Found,1937,NW
"H5",4100,Found,1964,NW
"OC",1550,Found,1974,NW
"Iron- IID",1626,Found,1960,NW
"L6",83000,Found,1998,NW
"Iron- IIAB",13000,Found,1931,NW
"H3-5",798,Found,2004,NW
"H6",50,Found,2004,NW
"L6",18.4,Found,2004,NW
"L6",34200,Found,2005,NW
"H3-6",145.8,Found,2005,NW
"L6",859.7,Found,2007,NW
"H6",992,Found,1963,SE
"Mesosiderite-B4",100000,Found,1962,NE
"Iron- IIIAB",113600,Found,1969,NW
"Iron- IAB-ung",9300,Found,2003,NW
"L6",38750,Found,1971,SE
"L6",28000,Found,2002,NW
"Iron- IIIAB",290000,Found,1997,NE
"H5",8600,Found,1940,NW
"Iron- IAB-MG",24900,Found,1941,NE
"Iron- IAB-MG",8400,Found,1913,NW
"Iron- IAB-ung",1825,Found,1983,NE
"Iron- IIIE",68000,Found,1904,NW
"H5",2515,Found,1965,SE
"Iron- IIIAB",18400,Found,2003,NW
"L6",1987,Found,1971,NW
"L6",20.4,Found,1966,SE
"Iron- IAB complex",360,Found,1992,NW
"Iron- IVA",3000,Found,1933,SE
"H4",1240,Found,1939,NW
"Iron- ungrouped",41000,Found,1905,NW
"Iron- IIIAB",41400,Found,1905,NW
"Eucrite-mmict",23500,Found,1916,SW
"Iron- IIIE",2500,Found,1905,SW
"Iron- IAB-ung",18000,Found,1987,NW
"L6",3290,Found,1910,SE
"Lunar (anorth)",19,Found,1960,SE
"Eucrite-mmict",500,Found,1967,SW
"L-imp melt",12900,Found,1961,NW
"H6",9,Found,2010,SW
"H6",18,Found,2010,SW
"H5",338,Found,2010,SW
"H5",254,Found,2010,SW
"H5",193,Found,2010,SW
"L6",179,Found,2010,SW
"L6",24,Found,2010,SW
"H6",15,Found,2010,SW
"L4",95,Found,2010,SW
"L4",47,Found,2010,SW
"L6",32,Found,2010,SW
"L4",17,Found,2010,SW
"L4",105,Found,2010,SW
"H4",20,Found,2010,SW
"L6",115,Found,2010,SW
"H5",34,Found,2010,SW
"H5",41,Found,2010,SW
"H5",6,Found,2010,SW
"H6",1.1,Found,2010,SW
"Iron- IIAB",7275,Found,1938,NW
"L6",40000,Found,1958,NW
"Iron- ungrouped",16300,Found,1904,NW
"Eucrite-mmict",25000,Found,1984,SE
"L6",280,Found,1989,SE
"CK3",36.6,Found,1990,SE
"Howardite",32.8,Found,1990,SE
"LL3.4",38,Found,1992,SE
"H6",50.96,Found,1992,SE
"L5",100.3,Found,1986,SE
"H6",0.8,Found,1993,SE
"H5",13.4,Found,1993,SE
"L6",3.4,Found,1993,SE
"L6",28.7,Found,1993,SE
"L6",215,Found,1993,SE
"L6",94.3,Found,1993,SE
"LL6",36,Found,1993,SE
"H6",0.3,Found,1993,SE
"L3",3.5,Found,1993,SE
"H5",6.44,Found,1994,SE
"L6",12.94,Found,1994,SE
"L6",0.6,Found,1994,SE
"L6",0.81,Found,1994,SE
"L6",4.15,Found,1994,SE
"L6",0.4,Found,1994,SE
"H6",0.6,Found,1994,SE
"L6",0.65,Found,1994,SE
"L/LL6",2.58,Found,1994,SE
"L6",1,Found,1994,SE
"L/LL6",5.2,Found,1994,SE
"L6",1.48,Found,1994,SE
"L6",1,Found,1994,SE
"L6",3.01,Found,1994,SE
"L6",0.32,Found,1994,SE
"LL6",2.33,Found,1994,SE
"LL6",0.95,Found,1994,SE
"L6",0.7,Found,1994,SE
"L6",0.45,Found,1994,SE
"L6",0.41,Found,1994,SE
"L6",8.7,Found,1994,SE
"H6",0.99,Found,1994,SE
"H6",3.57,Found,1994,SE
"CV3-an",55.1,Found,1988,SE
"L5",18.8,Found,1993,SE
"H3",37.6,Found,1993,SE
"L6",69.95,Found,1993,SE
"H6",15.29,Found,1993,SE
"H4",26.9,Found,1993,SE
"LL6",9.09,Found,1993,SE
"H4/5",28.27,Found,1993,SE
"L5",104.3,Found,1993,SE
"H3",13.63,Found,1993,SE
"LL6",19.9,Found,1993,SE
"H5",5,Found,1993,SE
"H3-an",61.4,Found,1993,SE
"LL5-6",579,Found,2008,SE
"H4",3016,Found,2009,NW
"Iron- IIIAB",15400,Found,1929,NW
"Iron- ungrouped",2000000,Found,1992,SW
"Iron",41,Found,1905,SW
"Iron- IAB-MG",50000000,Found,1904,SW
"Iron- IIIAB",7030,Found,1905,NW
"H?",860,Found,1957,NW
"Iron- IIIAB",8600,Found,1905,NW
"Iron- IAB-MG",30000000,Found,1905,NW
"H6",1520,Found,1961,NW
"Iron- IVB",136000,Found,1904,SE
"Iron- IIIAB",58200000,Found,1904,NW
"Iron- IIIAB",113900,Found,1905,SW
"H5",38000,Found,2004,NE
"Iron- IID",454000,Found,1923,NW
"H5",392,Found,1905,SW
"L5",6.4,Found,1966,SE
"CO3",2860,Found,2000,NW
"H5",17000,Found,1983,NW
"R3.8",49.5,Found,1977,SE
"H4/5",410,Found,1977,SE
"H4/5",116,Found,1977,SE
"H5",809,Found,1977,SE
"H5",502,Found,1977,SE
"Iron- IAB-sLM",81200,Found,1905,NW
"L6",132700,Found,1963,NW
"H5",800,Found,1941,SE
"L3.9",31600,Found,1914,SE
"Iron- IIIAB",127000,Found,1905,NW
"L6",294,Found,1914,SE
"Iron- IIAB",94000,Found,1935,NW
"Iron- IIIAB",1545000,Found,1905,NW
"Iron- IAB-MG",723,Found,1905,NW
"H4",5896.8,Found,1936,NW
"H5",5250,Found,1937,SW
"Iron- IIIAB",25000,Found,1947,SW
"L5",120,Found,2003,NE
"Iron",10,Found,1905,SE
"L5",2700,Found,1981,NW
"LL3",61.1,Found,2010,SW
"Iron- IVB",3180,Found,1999,SW
"Mesosiderite",37.5,Found,2010,SW
"H4",228,Found,2010,SW
"H5/6",19.5,Found,2010,SW
"H4",11.9,Found,2010,SW
"CO3",98,Found,2011,SW
"CR2",5.2,Found,2012,SW
"L~5",329,Found,2010,SW
"H~5",573,Found,2010,SW
"H6",225,Found,2010,SW
"H4",428,Found,2010,SW
"H4",191,Found,2010,SW
"L5",239,Found,2009,SW
"H4",647,Found,2010,SW
"H5",426,Found,2010,SW
"L6",1018,Found,2010,SW
"H4",3191,Found,2010,SW
"L6",2084,Found,2010,SW
"H~6",53.5,Found,2009,SW
"H4",312,Found,2009,SW
"L~6",39,Found,2009,SW
"H~5",845,Found,2009,SW
"L6",2408,Found,2010,SW
"H5",4993,Found,2010,SW
"H~5",169,Found,2010,SW
"H~5",214,Found,2010,SW
"L~6",1178,Found,2010,SW
"H4",1107,Found,2010,SW
"L~6",211,Found,2010,SW
"LL5",20,Found,2010,SW
"H~5",904,Found,2011,SW
"H~5",42,Found,2011,SW
"L6",3920,Found,1965,NW
"H4",1492,Found,1992,NW
"H6",26210,Found,1938,NW
"H6",4900,Found,1937,NW
"H4",26000,Found,1900,NW
"Iron- IIAB",11300,Found,1905,NW
"H5",3600,Found,1959,NW
"Iron- IIIF",20600,Found,1997,SW
"H4",3740,Found,2002,SW
"H4-an",68,Found,1986,NW
"H5",2400,Found,1941,NW
"Iron- IIIAB",6600,Found,1904,NW
"Iron- IIIAB",1207,Found,1905,SW
"L6",350.4,Found,2009,NW
"H5",27900,Found,1964,NE
"H5",15300,Found,1936,NW
"Iron- IIIAB",1400000,Found,1904,NW
"Mesosiderite-an",1990,Found,1985,NE
"Iron- IAB-sHL",127760,Found,1938,NE
"Iron- IID",5390,Found,2003,NE
"Iron- IIAB",16500,Found,1905,NW
"L5",26,Found,2004,NW
"L6",104800,Found,1954,NW
"H4",8030,Found,1951,NW
"Iron- IIAB",212,Found,1915,NW
"Iron- IC",54000,Found,1929,NW
"Iron- IIIAB",43000,Found,1905,NW
"Iron- IVA-an",5720,Found,1902,NW
"Iron- ungrouped",209400,Found,1913,NE
"Mesosiderite-B1",4050,Found,1920,NW
"Ureilite",699,Found,2004,NW
"L6",2000,Found,1991,SE
"Iron- IAB-MG",1802,Found,1992,NW
"Iron- IIIAB",16220,Found,1905,NW
"Iron- IIIAB",24300000,Found,1905,NW
"Iron- IIAB",1500,Found,1905,NW
"L6",2268,Found,1977,NW
"H5",1964,Found,1979,NW
"H5",26.8,Found,1981,NW
"L6",1050,Found,1931,NW
"H4",20,Found,1986,NW
"Iron- IIIF",11300,Found,1937,NW
"L5",15600,Found,1964,NW
"OC",5136,Found,1978,NW
"Iron- IVA",6800,Found,1907,NW
"H4",24000,Found,1960,NW
"Iron- IIIAB",115000,Found,1905,NW
"L6",11360,Found,1962,NW
"Iron",7700,Found,1950,NW
"H3.5",277,Found,1986,NW
"Mesosiderite-A2",7700,Found,1954,NW
"H3.6",283000,Found,1961,NW
"L6",41300,Found,1963,NW
"Iron- IIAB",2100000,Found,1905,NW
"H6",6530,Found,1905,SW
"L6",429,Found,1970,SE
"L6",2460,Found,1946,SE
"H5",19500,Found,1949,SE
"L6",482,Found,1945,SE
"H5",35900,Found,2006,NW
"H5",2400,Found,1940,NW
"Pallasite- PES",320,Found,1921,NW
"Iron",18400,Found,1923,NW
"H5",16000,Found,1924,NW
"H5",16300,Found,1991,NW
"Iron- IAB-ung",2300,Found,1905,NW
"Iron- IIE",134000,Found,1912,NW
"Iron- IIIE",12200,Found,1973,NW
"CO3.0",3912,Found,1975,NW
"Iron- IIIAB",19670,Found,1993,NW
"H5",165,Found,1997,NW
"H5",56.2,Found,1986,SE
"H5",100,Found,1986,SE
"Iron- IAB-sLL",19700,Found,1940,NW
"L5",2400,Found,1956,NW
"H6",304.3,Found,1972,SE
"Pallasite- PMG-an",17000,Found,2006,NW
"L6",93500,Found,1939,NW
"H5",44,Found,2000,NW
"H5",105000,Found,1989,SE
"L4",61,Found,1989,SE
"CK4",1536.9,Found,1986,SE
"H4",149,Found,1991,SE
"L/LL3",97,Found,1990,SE
"L4",41.8,Found,1991,SE
"H4",100000,Found,1989,SE
"H4",84.2,Found,1991,SE
